Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
84881_at	84881_at	AI939324	P30279	d1vin_1	NM_001759	cyclin_C	Msa.17902.0_s_at		894	IPR004367	IPB000553		4502617	Hs.75586	ENSG00000118971	123833				
84883_at	84883_at	AI040890	Q9UBH0	d8i1b__	NM_173170	IL1	84883_at		26525	IPR000975	IPB000975		9651791	Hs.207224	ENSG00000136695	605507				
84885_at	84885_at	AI384071					84885_at							Hs.368919						
84888_s_at	84888_s_at	AI184153					84888_s_at							Hs.166670						
84890_at	84890_at	AI191804	Q15038		NM_014764		84890_at		9802	IPR000515			12832694	Hs.75416		607431				
84892_at	84892_at	AI269745					84892_at							Hs.409194						
84894_at	84894_at	AI306689	Q8TA86				84894_at							Hs.292057	ENSG00000164610					
84896_at	84896_at	AA954369					84896_at							Hs.368417						
84898_at	84898_at	AI017088					84898_at							Hs.368423						
84900_at	84900_at	AI219433					84900_at													
84901_at	84901_at	AI221268					84901_at							Hs.372070						
84903_f_at	84903_f_at	AI264299	P22352	d1gp1a_	NM_002084	GSHPx	1369926_at		2878	IPR000889	IPB000889	1.11.1.9	2160390	Hs.386793	ENSG00000157566	138321	MAP00480			
84906_f_at	84906_f_at	T06826	Q9UM06		NM_016211	WD40	rc_AA925074_g_at		22872	IPR001680	IPB001359		7705258	Hs.70266	ENSG00000138674					
84908_r_at	84908_r_at	T06826	Q9UM06		NM_016211	WD40	rc_AA925074_g_at		22872	IPR002965	IPB001359		7705258	Hs.70266	ENSG00000138674					
84909_at	84909_at	AA902134					84909_at													
84910_at	84910_at	AA922625					84910_at							Hs.270062						
84912_at	84912_at	AI276591					84912_at							Hs.166840						
84914_at	84914_at	AI281126					84914_at							Hs.368657						
84916_at	84916_at	AI206262					84916_at							Hs.166870						
84917_at	84917_at	AI201868	Q9ULK4		NM_004830		95616_at		9439				7019353	Hs.29679	ENSG00000112282	605042				
84919_at	84919_at	AI242199					84919_at							Hs.166916						
84921_at	84921_at	AA723742					84921_at							Hs.166920						
84923_at	84923_at	AI093715					84923_at							Hs.166924						
84926_r_at	84926_r_at	AI246421					84926_r_at													
84928_at	84928_at	AI033068					84928_at													
84930_at	84930_at	H17460					84930_at							Hs.166949						
84932_at	84932_at	AI273360					84932_at							Hs.368645						
84936_s_at	84936_s_at	AI350326					84936_s_at							Hs.166957						
84938_r_at	84938_r_at	AI279814					84938_r_at							Hs.409911						
84941_at	84941_at	N24022					84941_at							Hs.380712						
84943_at	84943_at	AI281010	CAD43289	d1jv2a1	NM_000885	integrin_A	84943_at		3676	IPR000413	PR00718	3.1.4.50	903744	Hs.40034	ENSG00000115232	192975				
84945_at	84945_at	AI337296					84945_at							Hs.372381						
84947_at	84947_at	AI286188					84947_at							Hs.368851						
84949_i_at	84949_i_at	AI305237					84949_i_at							Hs.167007						
84951_r_at	84951_r_at	AI305237					84951_r_at							Hs.167007						
84953_at	84953_at	AA922214					84953_at							Hs.368741						
84955_at	84955_at	AI335000					84955_at							Hs.368746						
84957_at	84957_at	AI377123					84957_at							Hs.387239						
84958_at	84958_at	AI342141	Q8N8N5	d1cfb_1	NM_152403	fn3	84958_at		133584				18559967	Hs.20103						
84962_f_at	84962_f_at	R42423					84962_f_at							Hs.387956						
84963_r_at	84963_r_at	R42423					84963_r_at							Hs.387956						
84965_at	84965_at	AI347480					84965_at							Hs.167077						
84968_at	84968_at	AI318173					84968_at							Hs.410172						
84970_at	84970_at	R39292					84970_at							Hs.167087						
84972_at	84972_at	AI351879					84972_at							Hs.356716						
84974_at	84974_at	AI493289	P55290		NM_001257	cadherin	1423551_at		1012	IPR002126	IPB002126		4502719	Hs.63984	ENSG00000140945	601364				
84976_at	84976_at	AI361769					84976_at							Hs.270192						
84978_at	84978_at	AI362920					84978_at		3668					Hs.30827						
84979_at	84979_at	AI364801					84979_at							Hs.347598						
84980_r_at	84980_r_at	AI366163					84980_r_at							Hs.372697						
84982_at	84982_at	W21849	Q9UPS0	d1iepa_	NM_016604	pkinase	94973_at		51780	IPR004019	IPB003605	2.7.1.38	7706599	Hs.24125	ENSG00000141736	164870			ErbB2	
84985_s_at	84985_s_at	AI570455	Q01167	d1d5va_	NM_004514	Fork_head	Msa.20342.0_s_at		3607	IPR000253	IPB001766		4758600	Hs.296281	ENSG00000141568	147685				
84986_at	84986_at	AI377279					84986_at							Hs.167173						
84990_at	84990_at	AI338191					84990_at													
84992_s_at	84992_s_at	AI417125	Q99650		NM_003999	fn3	84992_s_at		9180	IPR003529	IPB003529		6754956	Hs.238648	ENSG00000145623	601743				
84994_r_at	84994_r_at	AI417125	Q99650		NM_003999	fn3	84994_r_at		9180	IPR003961	IPB003529		6754956	Hs.238648	ENSG00000145623	601743				
84996_at	84996_at	AI379186					84996_at													
84999_at	84999_at	AI375984					84999_at							Hs.371310						
85001_at	85001_at	AI393328	Q8NF05				85001_at							Hs.368924						
85002_at	85002_at	AI424959	Q96FZ8	d2cts__	NM_004077	citrate_synt	85002_at		1431	IPR002020	IPB002020	4.1.3.7	4758076	Hs.239760	ENSG00000062485	118950	MAP00630			
85003_at	85003_at	AI433292	Q9P0V2		NM_006839		aa542174_g_at		10989	IPR000531			5803115	Hs.78504	ENSG00000132305	600378				
85005_g_at	85005_g_at	AI433292	Q9P0V2		NM_006839		aa542174_g_at		10989	IPR000531			5803115	Hs.78504	ENSG00000132305	600378				
85007_at	85007_at	AI435958					85007_at													
85010_at	85010_at	AI355239	Q9HBB1	d1kful3	NM_001748	efhand	d38117_s_at		824	IPR002048	IPB000169	3.4.22.17	4502563	Hs.76288	ENSG00000162909	114230				
85012_at	85012_at	AI446500					85012_at							Hs.387592						
85014_i_at	85014_i_at	AA614061					85014_i_at							Hs.167332						
85017_r_at	85017_r_at	AA614061					85017_r_at							Hs.167332						
85019_at	85019_at	F02458					85019_at							Hs.167368						
85021_r_at	85021_r_at	R51835					85021_r_at							Hs.167371						
85022_at	85022_at	AI039701					85022_at							Hs.34804						
85024_at	85024_at	N69653					85024_at							Hs.167510						
85026_f_at	85026_f_at	H05602					85026_f_at													
85027_at	85027_at	R85627					85027_at							Hs.364884						
85029_at	85029_at	H51507					85029_at							Hs.167568						
85033_r_at	85033_r_at	AI417676					85033_r_at							Hs.406134						
85035_i_at	85035_i_at	H75345					85035_i_at							Hs.167614						
85037_r_at	85037_r_at	H75345					85037_r_at							Hs.167614						
85038_i_at	85038_i_at	AI167516					85038_i_at							Hs.167626						
85041_r_at	85041_r_at	AI167516					85041_r_at							Hs.167626						
85043_at	85043_at	AA983925					85043_at							Hs.287633						
85047_at	85047_at	H96240	Q9BRJ0				85047_at		25831	IPR000569				Hs.210850	ENSG00000092148					
85049_at	85049_at	N20679					85049_at							Hs.167663						
85050_at	85050_at	AA864662					85050_at													
85053_at	85053_at	N29510					85053_at							Hs.167673						
85056_r_at	85056_r_at	N33423					85056_r_at													
85057_at	85057_at	N35991					85057_at							Hs.167690						
85060_at	85060_at	N51030					85060_at							Hs.421514						
85063_at	85063_at	N73546					85063_at							Hs.386994						
85065_at	85065_at	N55346					85065_at							Hs.422849						
85066_at	85066_at	AI248806					85066_at							Hs.167883						
85068_at	85068_at	AI032972					85068_at							Hs.167899						
85070_at	85070_at	W96453	P49593		NM_014634	PP2C	85070_at		9647	IPR000222	IPB000135		7661862	Hs.278441	ENSG00000100034					
85073_at	85073_at	C06341	Q9H4C1				85073_at							Hs.383654						
85074_g_at	85074_g_at	C06341	Q9H4C1				85074_g_at							Hs.383654						
85075_at	85075_at	AA676495	Q9BTT5	d1hdoa_	NM_005002		85075_at		4704		IPB003866	5.1.3.20	6681764	Hs.75227	ENSG00000139180	603834				
85078_at	85078_at	AI218473					85078_at							Hs.278847						
85080_at	85080_at	AA405311	Q14567		NM_003626	SAM	85080_at		8500	IPR001660			4505983	Hs.183648	ENSG00000131626			Q27480		
85081_at	85081_at	AA843948	AAN47144		NM_153811	Aa_trans	85081_at		145389				24429574	Hs.17409						
85083_at	85083_at	AA507421					85083_at							Hs.102406						
85085_at	85085_at	AA781156	Q9BTU4	d1df0a3	NM_173090	efhand	85085_at		825	IPR002048	IPB002048	3.4.22.17	4704752	Hs.40300	ENSG00000092529	114240				
85086_g_at	85086_g_at	AA781156	Q9BTU4	d1df0a1	NM_173087	efhand	rc_AA852055_at		825	IPR002048	IPB002048	3.4.22.17	4704752	Hs.40300	ENSG00000092529	114240				
85088_at	85088_at	AA568758					85088_at													
85089_at	85089_at	T77408	Q14981		NM_006185		94976_at		4926		IPB001322		5453820	Hs.301512	ENSG00000137497	164009		Q27480		
85091_at	85091_at	AA634479					85091_at							Hs.327048						
85095_at	85095_at	AA742553	Q8TAP2	d1mil__	NM_016848	SH2	U46854_s_at		53358	IPR006020	PR00401		21314679	Hs.151123	ENSG00000148082	605263				
85097_at	85097_at	AA724543					85097_at							Hs.231150						
85099_f_at	85099_f_at	AA761789					85099_f_at							Hs.149924						
85101_r_at	85101_r_at	AA761789					85101_r_at							Hs.149924						
85105_at	85105_at	AA836095	P10243				l35261_s_at		4603	IPR001005				Hs.300592		159405				
85107_at	85107_at	AI863081	P10243				l35261_s_at		4603	IPR001005				Hs.300592		159405				
85109_s_at	85109_s_at	AA654468					85109_s_at													
85111_at	85111_at	AA889035	P43146	d1cvsc1	NM_005215	ig	85111_at		1630	IPR003961	IPB003006		6681139	Hs.211567	ENSG00000172155	120470				
85113_at	85113_at	AA912843	Q8WUW6				85113_at		1762	IPR001680				Hs.275924						
85114_at	85114_at	AI584019					85114_at							Hs.169006						
85116_at	85116_at	AA931866					85116_at							Hs.309305						
85118_g_at	85118_g_at	AA931866					85118_g_at							Hs.309305						
85120_at	85120_at	AA506215	Q9NWE7		NM_018682	SET	166875_at		55904	IPR001965	IPB001214		23503327	Hs.333300	ENSG00000005483					
85122_at	85122_at	AI074707					85122_at							Hs.376443						
85125_g_at	85125_g_at	AI074707					85125_g_at							Hs.376443						
85127_at	85127_at	AI084187					85127_at							Hs.376443						
85129_f_at	85129_f_at	AA197185					85129_f_at							Hs.314437						
85131_r_at	85131_r_at	AA197185					85131_r_at							Hs.314437						
85133_at	85133_at	AI148712					85133_at							Hs.169356						
85135_at	85135_at	AI151321					85135_at													
85136_at	85136_at	AI431304					85136_at							Hs.387500						
85138_at	85138_at	AI190319	Q969U3	d1hd1a_	NM_033030	rrm	85138_at		66037	IPR000504	IPB002004		21752331	Hs.169797	ENSG00000152430	606165				
85140_at	85140_at	AA954756					85140_at							Hs.23272						
85142_at	85142_at	AI479371					85142_at							Hs.369061						
85145_at	85145_at	AI478960					85145_at							Hs.369053						
85147_at	85147_at	AI494047					85147_at							Hs.169816						
85148_at	85148_at	AI476329					85148_at							Hs.146135						
85151_at	85151_at	AA993736					85151_at							Hs.169838						
85154_at	85154_at	AI476668					85154_at													
85156_at	85156_at	AI521994					85156_at							Hs.169904						
85158_at	85158_at	AI141953	AAH14781	d1i6wa_	NM_000229	LACT	X54096_at		3931	IPR000734	PR01217	2.3.1.43	729921	Hs.348401	ENSG00000103080	606967				
85161_at	85161_at	AI189863	Q8N263				85161_at		6744					Hs.351355		118990				
85163_at	85163_at	AI478853					85163_at							Hs.170030						
85165_at	85165_at	AI475751					85165_at							Hs.411224						
85166_at	85166_at	AI471954					85166_at							Hs.170035						
85169_at	85169_at	AI241647					85169_at													
85170_r_at	85170_r_at	H46423	Q8N5P6				85170_r_at							Hs.170081						
85171_at	85171_at	AI497807					85171_at							Hs.369069						
85173_at	85173_at	R33348					85173_at													
85174_r_at	85174_r_at	AI394150					85174_r_at							Hs.170124						
85175_at	85175_at	AI524093					85175_at							Hs.421568						
85178_at	85178_at	AI460295	O95368	d1khca_	NM_021144	PWWP	85178_at		9090	IPR000313	IPB001259		6708282	Hs.351305	ENSG00000164985	603620				
85180_at	85180_at	AI272206	Q9P2E7		NM_032961	cadherin	85180_at		57575	IPR002126	IPB002126		7243181	Hs.146858	ENSG00000138650					
85183_at	85183_at	AI476405					85183_at							Hs.369029						
85185_at	85185_at	AI565441					85185_at							Hs.344568						
85187_at	85187_at	AA994451					85187_at							Hs.303704						
85189_at	85189_at	AI186064					85189_at							Hs.410338						
85192_r_at	85192_r_at	AI351062					85192_r_at							Hs.344400						
85194_at	85194_at	AI378091					85194_at							Hs.369056						
85196_at	85196_at	AI492496	Q969F5	d1fre__	NM_033342	zf-C3HC4	85196_at		81786	IPR003879	IPB002867		16076875	Hs.343661	ENSG00000146054					
85198_at	85198_at	AI475666					85198_at							Hs.372579						
85200_at	85200_at	AI436418					85200_at							Hs.369051						
85202_at	85202_at	AI436763					85202_at													
85204_at	85204_at	AI492865					85204_at													
85206_at	85206_at	AI373458					85206_at							Hs.387550						
85209_at	85209_at	AI475682	Q9NZM3	d1sema_	NM_006277	efhand	1435023_at		50618	IPR002048	IPB002048		7329078	Hs.166184		604464		Q27480		
85212_r_at	85212_r_at	AI475495					85212_r_at							Hs.304101						
85213_at	85213_at	AI457197					85213_at							Hs.170348						
85214_at	85214_at	AI215866					85214_at							Hs.170358						
85216_at	85216_at	AI808547					85216_at							Hs.170365						
85218_at	85218_at	AI457697					85218_at							Hs.170374						
85219_at	85219_at	AI681118					85219_at							Hs.170380						
85221_at	85221_at	AI458596	Q9Y3I1		NM_012179	F-box	162994_at		25793	IPR001810			15812193	Hs.5912	ENSG00000100225	605648				
85223_at	85223_at	AI459080					85223_at							Hs.170408						
85227_at	85227_at	AI458954					85227_at							Hs.221776						
85228_at	85228_at	AI458993	Q8NAC7				85228_at							Hs.386017						
85229_at	85229_at	AI459047					85229_at							Hs.170427						
85231_at	85231_at	AI457975					85231_at							Hs.170438						
85232_at	85232_at	AI458011					85232_at							Hs.170439						
85234_at	85234_at	AI458167					85234_at							Hs.369009						
85236_at	85236_at	AI692492					85236_at							Hs.170446						
85238_at	85238_at	AI690084					85238_at							Hs.406086						
85239_at	85239_at	AA441827					85239_at							Hs.170469						
85241_at	85241_at	AA846371					85241_at							Hs.170475						
85242_at	85242_at	AI472855					85242_at							Hs.170479						
85244_at	85244_at	AI743895					85244_at							Hs.213763						
85245_at	85245_at	N94985	P50607	d1c8za_	NM_003320	Tub	u52433_s_at		7275	IPR005398	IPB000007		19923167	Hs.54468	ENSG00000166402	601197				
85246_r_at	85246_r_at	AI473198					85246_r_at							Hs.409518						
85248_at	85248_at	AI683855	Q9HCS3		NM_080838	Cys_knot	85248_at		8840	IPR001007	IPB001007		9256533	Hs.194680	ENSG00000104415	603398				
85250_at	85250_at	AI473683					85250_at							Hs.369661						
85253_at	85253_at	AI079946					85253_at							Hs.371642						
85254_at	85254_at	AI474058					85254_at							Hs.170514						
85258_at	85258_at	AI248083					85258_at							Hs.369022						
85259_at	85259_at	AI474661					85259_at							Hs.170534						
85260_at	85260_at	AI479275					85260_at							Hs.170537						
85263_at	85263_at	AI498295					85263_at							Hs.170538						
85265_at	85265_at	AI493061					85265_at							Hs.170540						
85266_at	85266_at	AI939610					85266_at							Hs.370197						
85268_r_at	85268_r_at	AI475005					85268_r_at													
85270_i_at	85270_i_at	AI939614					85270_i_at													
85272_f_at	85272_f_at	AI939614					85272_f_at													
85274_at	85274_at	AI939617					85274_at							Hs.170559						
85276_at	85276_at	AI475195					85276_at													
85277_r_at	85277_r_at	AI475227					85277_r_at							Hs.170568						
85278_r_at	85278_r_at	AI475527					85278_r_at													
85280_at	85280_at	AI475577					85280_at							Hs.170580						
85282_at	85282_at	AI475735					85282_at							Hs.369025						
85283_at	85283_at	AI873288					85283_at							Hs.170608						
85285_at	85285_at	AA922559	Q9P2I5				85285_at		55785	IPR001849				Hs.170623						
85287_at	85287_at	R06375					85287_at							Hs.170626						
85289_at	85289_at	AI476793	Q8TBF5		NM_017861		85289_at		54965				7020686	Hs.35406						
85291_at	85291_at	AI467796	AAH39306		NM_053016	Paralemmin	1459377_at		114299	IPR004965			16604256	Hs.348946						
85293_at	85293_at	AI468014					85293_at													
85296_at	85296_at	AI939619					85296_at							Hs.170641						
85297_at	85297_at	AI420602					85297_at							Hs.410909						
85300_at	85300_at	AI290527					85300_at							Hs.369037						
85302_at	85302_at	AI912266	Q9BTX9				85302_at							Hs.423944						
85304_at	85304_at	AI468830					85304_at							Hs.170668						
85305_at	85305_at	AI440266	Q8TDV9	d1hdca_	NM_138969	adh_short	85305_at		195814	IPR002347	IPB002198	1.1.1.5	22713434	Hs.170673	ENSG00000170786					
85307_at	85307_at	AI469339					85307_at													
85308_at	85308_at	AI631785					85308_at							Hs.170732						
85310_at	85310_at	AI369947					85310_at							Hs.170733						
85312_at	85312_at	AI471719	Q15813		NM_003193	LRR	85312_at		6905	IPR001611	PR00019		4507375	Hs.343564	ENSG00000116957	604934				
85315_at	85315_at	AI472048	Q9ULI6		NM_020731	PAS	85315_at		57491	IPR001092	IPB003650		6330736	Hs.24087	ENSG00000063438	606517				
85317_at	85317_at	AI823978					85317_at							Hs.170762						
85319_r_at	85319_r_at	AI478556					85319_r_at							Hs.369049						
85321_at	85321_at	AA724280	P81274		NM_013296	TPR	85321_at		29899	IPR003109	IPB001440		9558735	Hs.278338	ENSG00000121957					
85322_at	85322_at	AI478930					85322_at							Hs.170782						
85324_at	85324_at	AI479094					85324_at							Hs.369055						
85326_at	85326_at	AI458386					85326_at							Hs.170791						
85328_at	85328_at	AI480132					85328_at							Hs.170794						
85330_at	85330_at	AI939621	Q9BR71		NM_024819	CoaE	85330_at		79877	IPR000764	PR00988		19923601	Hs.83097	ENSG00000172992					
85332_at	85332_at	AI498077					85332_at							Hs.170812						
85333_at	85333_at	AI498161	Q9P2A7		NM_020832	zf-C2H2	85333_at		57592	IPR000822			7243280	Hs.186756						
85335_at	85335_at	AI814289					85335_at							Hs.170830						
85337_at	85337_at	AI989992					85337_at							Hs.411336						
85339_at	85339_at	AI498892					85339_at							Hs.369072						
85341_at	85341_at	AI498957	Q8NBT2				85341_at							Hs.381225						
85344_f_at	85344_f_at	AW024994	AAH39261	d1lci__	NM_032501	AMP-binding	85344_f_at		84532	IPR000873		6.2.1.1	24659677	Hs.7218						
85347_at	85347_at	AI492181					85347_at							Hs.170913						
85349_at	85349_at	AI492464					85349_at							Hs.369079						
85351_at	85351_at	AI492855					85351_at							Hs.170939						
85353_at	85353_at	AI885157					85353_at													
85355_r_at	85355_r_at	AI492894					85355_r_at													
85358_r_at	85358_r_at	AI492916					85358_r_at													
85359_at	85359_at	AI765020					85359_at							Hs.170964						
85361_at	85361_at	AI493336	Q8TBB7				85361_at		8816	IPR001680				Hs.284294	ENSG00000139990	603812				
85363_at	85363_at	AI493865					85363_at							Hs.170988						
85365_at	85365_at	AI493870	Q96NC4				85365_at			IPR000822				Hs.170990	ENSG00000152433					
85367_at	85367_at	AI493915					85367_at							Hs.170991						
85368_at	85368_at	AI493975					85368_at							Hs.170993						
85370_at	85370_at	AI494242					85370_at							Hs.171001						
85372_r_at	85372_r_at	AI494295					85372_r_at							Hs.171003						
85373_at	85373_at	AI761144					85373_at							Hs.369608						
85375_at	85375_at	AI971680	Q9H6E4		NM_024821		1428261_at		79879				20902929	Hs.171012	ENSG00000100147					
85377_r_at	85377_r_at	AI521222					85377_r_at							Hs.369094						
85379_r_at	85379_r_at	AI521692	Q8NC28				85379_r_at							Hs.171041						
85382_at	85382_at	AI521928					85382_at							Hs.171055						
85384_at	85384_at	AI522064	Q96MV7		NM_152556		85384_at		154743				18565825	Hs.292478						
85386_at	85386_at	AW026226					85386_at							Hs.309479						
85388_at	85388_at	AI420183	Q96NS7		NM_024726	IQ	85388_at		79781	IPR000048	IPB001984		21362010	Hs.113009						
85390_at	85390_at	AI523671					85390_at													
85392_at	85392_at	AI523766					85392_at							Hs.369099						
85394_at	85394_at	AI523907					85394_at							Hs.171113						
85395_at	85395_at	AI858128	Q8N633				85395_at							Hs.432719						
85396_at	85396_at	AI536085					85396_at							Hs.369104						
85398_at	85398_at	AI536089					85398_at							Hs.369105						
85401_at	85401_at	AI535679					85401_at							Hs.369106						
85403_r_at	85403_r_at	AI535973					85403_r_at							Hs.327736						
85405_at	85405_at	AA748189					85405_at							Hs.171157						
85407_at	85407_at	AI743943					85407_at							Hs.171165						
85409_at	85409_at	AI253672					85409_at							Hs.164001						
85412_r_at	85412_r_at	AI537355					85412_r_at							Hs.171180						
85414_r_at	85414_r_at	AI566497					85414_r_at							Hs.171180						
85417_r_at	85417_r_at	AI376044					85417_r_at							Hs.128753						
85420_at	85420_at	AI538949					85420_at							Hs.355568						
85422_at	85422_at	AI016907					85422_at							Hs.369122						
85424_at	85424_at	AI539381					85424_at							Hs.405642						
85425_at	85425_at	AI539456	Q8N973		NM_144973	DENN	85425_at		160518	IPR005113			7512850	Hs.146245						
85427_at	85427_at	AI540111					85427_at							Hs.171261						
85429_at	85429_at	AI631761					85429_at							Hs.171273						
85431_at	85431_at	AI553919					85431_at							Hs.171292						
85432_at	85432_at	AI553995					85432_at							Hs.171299						
85435_at	85435_at	AI554020					85435_at							Hs.171301						
85437_at	85437_at	AW002980					85437_at							Hs.171304						
85438_at	85438_at	AI554522					85438_at							Hs.171332						
85441_at	85441_at	AI554855					85441_at													
85443_at	85443_at	AW005474					85443_at							Hs.171359						
85444_at	85444_at	AI569712					85444_at							Hs.171377						
85446_at	85446_at	AI564783					85446_at													
85448_at	85448_at	AI215643					85448_at							Hs.171381						
85450_at	85450_at	AI693168					85450_at							Hs.380746						
85451_r_at	85451_r_at	AI521821					85451_r_at							Hs.171426						
85453_at	85453_at	AI566088	P59091		NM_145179		85453_at		246704				21553339	Hs.171428						
85455_at	85455_at	AI566098					85455_at							Hs.171430						
85456_at	85456_at	AI566105					85456_at							Hs.387889						
85458_at	85458_at	AI884934	Q96MP3				85458_at		57710					Hs.287381	ENSG00000135835					
85460_at	85460_at	AI567448					85460_at							Hs.171464						
85463_at	85463_at	AI568023					85463_at							Hs.367767						
85465_at	85465_at	T03207					85465_at							Hs.171522						
85467_at	85467_at	H17095	Q9H709		NM_024823		85467_at		79881				13376220	Hs.171537	ENSG00000136812					
85468_at	85468_at	H41643					85468_at							Hs.391467						
85471_at	85471_at	AI523588					85471_at													
85473_at	85473_at	AI143586					85473_at							Hs.427505						
85475_at	85475_at	N24131					85475_at							Hs.406202						
85476_at	85476_at	N24845					85476_at							Hs.171699						
85478_at	85478_at	AI493571					85478_at							Hs.171714						
85479_at	85479_at	AI473680					85479_at							Hs.171718						
85480_at	85480_at	N53533					85480_at							Hs.171762						
85481_r_at	85481_r_at	N99017					85481_r_at							Hs.397988						
85482_at	85482_at	AA005225					85482_at							Hs.408394						
85484_at	85484_at	AI493800					85484_at							Hs.171951						
85486_at	85486_at	AI499334	Q9UK89				85486_at		171024					Hs.31412						
85488_at	85488_at	AI494504					85488_at							Hs.172047						
85490_at	85490_at	AA278423					85490_at							Hs.172051						
85491_r_at	85491_r_at	AA377685					85491_r_at													
85493_at	85493_at	AI553724	Q8NBJ0				85493_at							Hs.205865						
85496_at	85496_at	AA418989	Q04828	d1ihia_	NM_001353	aldo_ket_red	85496_at		1645	IPR001395	IPB001395	1.3.99.6	5453543	Hs.306098	ENSG00000173872	600449				
85498_at	85498_at	AI470916					85498_at							Hs.172175						
85500_at	85500_at	AI538307					85500_at							Hs.172176						
85501_at	85501_at	AI459013					85501_at							Hs.172258						
85502_at	85502_at	AA741183					85502_at							Hs.292534						
85503_at	85503_at	AI809149					85503_at							Hs.172387						
85505_f_at	85505_f_at	AA844551					85505_f_at							Hs.405517						
85506_i_at	85506_i_at	AI539457					85506_i_at							Hs.292525						
85509_r_at	85509_r_at	AI539457					85509_r_at							Hs.292525						
85511_at	85511_at	AA936516					85511_at							Hs.123426						
85513_at	85513_at	AI493676	Q9UJ41		NM_014504	zf-A20	85513_at		27342	IPR002653	IPB003123		7657496	Hs.187660	ENSG00000154710					
85515_at	85515_at	AI149375					85515_at							Hs.344214						
85516_at	85516_at	AI150324					85516_at							Hs.263889						
85519_at	85519_at	AI476406	Q96FX2				85519_at							Hs.264915						
85520_at	85520_at	AI469062					85520_at							Hs.172660						
85523_at	85523_at	AI306567					85523_at							Hs.172669						
85525_at	85525_at	AI092890					85525_at							Hs.297876						
85527_g_at	85527_g_at	AI092890					85527_g_at							Hs.297876						
85529_at	85529_at	AI539590	Q8TC21				85529_at			IPR006025				Hs.249181	ENSG00000172748					
85531_at	85531_at	AI335654	O94880		NM_014660	PHD	85531_at		9678	IPR001965	IPB001863		7662304	Hs.156276	ENSG00000106443					
85533_r_at	85533_r_at	H01493					85533_r_at							Hs.365162						
85536_at	85536_at	H06749					85536_at													
85538_r_at	85538_r_at	AI469504					85538_r_at							Hs.172872						
85540_at	85540_at	H53525	Q8NHP6	d1mspa_	NM_152581	MSP_domain	85540_at		158747				20986214	Hs.65406						
85542_at	85542_at	AI472773	Q8NHP6	d1mspa_	NM_152581	MSP_domain	1424124_at		158747				22749197	Hs.65406						
85543_at	85543_at	T95601	Q9BRF8	d1qhwa_	NM_018340	Metallophos	85543_at		55313	IPR004843	IPB003701	3.1.4.12	8922901	Hs.14992	ENSG00000103381					
85545_at	85545_at	AA703384	AAH20652		NM_002782	ig	85545_at		5675	IPR003600	IPB003006		6093846	Hs.252097	ENSG00000073120	176395				
85547_at	85547_at	AI494037					85547_at							Hs.172907						
85549_at	85549_at	AA834964					85549_at							Hs.387264						
85550_at	85550_at	AI493023					85550_at							Hs.172986						
85552_at	85552_at	W16989					85552_at													
85554_r_at	85554_r_at	T56009					85554_r_at							Hs.173119						
85557_r_at	85557_r_at	AI382378					85557_r_at							Hs.410792						
85559_at	85559_at	AI537270					85559_at							Hs.173240						
85562_at	85562_at	AI023647					85562_at													
85564_r_at	85564_r_at	AA278251					85564_r_at							Hs.173345						
85566_at	85566_at	AI553992					85566_at							Hs.369133						
85567_at	85567_at	AI557290					85567_at							Hs.173536						
85569_at	85569_at	AI498192	Q8TAQ3				85569_at		85300	IPR001251				Hs.182906	ENSG00000167654					
85572_at	85572_at	AA149221					85572_at							Hs.152448						
85575_at	85575_at	AI473896					85575_at							Hs.173561						
85577_at	85577_at	N95083					85577_at													
85578_at	85578_at	AI540634					85578_at							Hs.208002						
85581_at	85581_at	AI332404	Q9C0E2				1421055_at		64328					Hs.117102						
85584_at	85584_at	AA605082	Q96MC7		NM_032039	FG-GAP	85584_at		83986				14336686	Hs.322456	ENSG00000167930					
85586_at	85586_at	AI336885	Q9H0X4		NM_032039	FG-GAP	85586_at		83986				14336686	Hs.322456	ENSG00000167930					
85588_at	85588_at	AI554532					85588_at							Hs.173788						
85590_at	85590_at	AI198580	Q96ND7				85590_at							Hs.107101	ENSG00000162585					
85591_at	85591_at	AI472331	AAH32868				85591_at							Hs.131044						
85593_at	85593_at	N21486					85593_at							Hs.174039						
85595_at	85595_at	AI564593	Q15486	d1bhga1	NM_006780	Glyco_hydro_2	85595_at		10571	IPR006102		3.2.1.31		Hs.289061	ENSG00000172028					
85596_i_at	85596_i_at	AI457597					85596_i_at							Hs.433994						
85598_at	85598_at	AI458207					85598_at							Hs.432470						
85599_at	85599_at	AI674719					85599_at							Hs.369334						
85600_at	85600_at	AI393366					85600_at													
85603_at	85603_at	AI394013					85603_at							Hs.174215						
